'Frame','Jitter'
'535','0.200001'
'536','0.200001'
'537','0.2'
'538','0.2'
'539','0.200001'
'540','0.200001'
'541','0.200001'
'542','0.200001'
'543','0.200001'
'544','0.200001'
'545','0.200001'
'546','0.200001'
'547','0.200001'
'548','0.2'
'549','0.200001'
'550','0.200001'
'551','0.200001'
'552','0.200001'
'553','0.2'
'554','0.2'
'555','0.2'
'556','0.2'
'557','0.200001'
'558','0.2'
'559','0.200001'
'560','0.2'
'561','0.2'
'562','0.2'
'563','0.2'
'564','0.200001'
'565','0.200001'
'566','0.200001'
'567','0.2'
'568','0.2'
'569','0.200001'
'570','0.2'
'571','0.200001'
'572','0.2'
'573','0.200001'
'574','0.200001'
'575','0.2'
'576','0.200001'
'577','0.200001'
'578','0.2'
'579','0.200001'
'580','0.2'
'581','0.2'
'582','0.2'
'583','0.2'
'584','0.200001'
'585','0.200001'
'586','0.2'
'587','0.200001'
'588','0.200001'
'589','0.200001'
'590','0.2'
'591','0.2'
'592','0.2'
'593','0.200001'
'594','0.200001'
'595','0.200001'
'596','0.200001'
'597','0.2'
'598','0.200001'
'599','0.200001'
'600','0.2'
'601','0.200001'
'602','0.2'
'603','0.2'
'604','0.200001'
'605','0.200001'
'606','0.2'
'607','0.200001'
'608','0.200001'
'609','0.200001'
'610','0.2'
'611','0.200001'
'612','0.200001'
'613','0.2'
'614','0.2'
'615','0.2'
'616','0.200001'
'617','0.2'
'618','0.200001'
'619','0.200001'
'620','0.2'
'621','0.200001'
'622','0.200001'
'623','0.2'
'624','0.200001'
'625','0.200001'
'626','0.200001'
'627','0.200001'
'628','0.200001'
'629','0.200001'
'630','0.200001'
'631','0.2'
'632','0.200001'
'633','0.200001'
'634','0.2'
'635','0.2'
'636','0.2'
'637','0.2'
'638','0.200001'
'639','0.2'
'640','0.200001'
'641','0.2'
'642','0.2'
'643','0.200001'
'644','0.2'
'645','0.2'
'646','0.200001'
'647','0.200001'
'648','0.200001'
'649','0.200001'
'650','0.2'
'651','0.200001'
'652','0.200001'
'653','0.200001'
'654','0.200001'
'655','0.2'
'656','0.200001'
'657','0.200001'
'658','0.200001'
'659','0.2'
'660','0.200001'
'661','0.2'
'662','0.200001'
'663','0.200001'
'664','0.200001'
'665','0.2'
'666','0.2'
'667','0.200001'
'668','0.2'
'669','0.200001'
'670','0.200001'
'671','0.200001'
'672','0.2'
'673','0.200001'
'674','0.2'
'675','0.200001'
'676','0.2'
'677','0.200001'
'678','0.200001'
'679','0.2'
'680','0.2'
'681','0.2'
'682','0.2'
'683','0.200001'
'684','0.200001'
'685','0.200001'
'686','0.2'
'687','0.2'
'688','0.2'
'689','0.2'
'690','0.2'
'691','0.2'
'692','0.200001'
'693','0.200001'
'694','0.200001'
'695','0.2'
'696','0.200001'
'697','0.2'
'698','0.2'
'699','0.200001'
'700','0.2'
'701','0.2'
'702','0.2'
'703','0.200001'
'704','0.200001'
'705','0.200001'
'706','0.200001'
'707','0.2'
'708','0.200001'
'709','0.2'
'710','0.200001'
'711','0.200001'
'712','0.2'
'713','0.200001'
'714','0.200001'
'715','0.200001'
'716','0.200001'
'717','0.2'
'718','0.2'
'719','0.200001'
'720','0.200001'
'721','0.2'
'722','0.2'
'723','0.200001'
'724','0.2'
'725','0.200001'
'726','0.200001'
'727','0.200001'
'728','0.2'
'729','0.200001'
'730','0.2'
'731','0.200001'
'732','0.2'
'733','0.200001'
'734','0.2'
'735','0.200001'
'736','0.2'
'737','0.200001'
'738','0.2'
'739','0.200001'
'740','0.200001'
'741','0.200001'
'742','0.200001'
'743','0.2'
'744','0.200001'
'745','0.200001'
'746','0.200001'
'747','0.2'
'748','0.2'
'749','0.2'
'750','0.200001'
'751','0.2'
'752','0.200001'
'753','0.200001'
'754','0.2'
'755','0.2'
'756','0.200001'
'757','0.2'
'758','0.200001'
'759','0.200001'
'760','0.2'
'761','0.200001'
'762','0.200001'
'763','0.200001'
'764','0.200001'
'765','0.200001'
'766','0.2'
'767','0.200001'
'768','0.2'
'769','0.2'
'770','0.200001'
'771','0.200001'
'772','0.200001'
'773','0.2'
'774','0.200001'
'775','0.200001'
'776','0.200001'
'777','0.200001'
'778','0.200001'
'779','0.200001'
'780','0.2'
'781','0.200001'
'782','0.200001'
'783','0.200001'
'784','0.2'
'785','0.200001'
'786','0.200001'
'787','0.2'
'788','0.200001'
'789','0.200001'
'790','0.2'
'791','0.200001'
'792','0.200001'
'793','0.200001'
'794','0.200001'
'795','0.2'
'796','0.200001'
'797','0.200001'
'798','0.200001'
'799','0.2'
'800','0.2'
'801','0.200001'
'802','0.2'
'803','0.200001'
'804','0.200001'
'805','0.2'
'806','0.200001'
'807','0.2'
'808','0.2'
'809','0.200001'
'810','0.2'
'811','0.200001'
'812','0.200001'
'813','0.2'
'814','0.200001'
'815','0.2'
'816','0.200001'
'817','0.2'
'818','0.200001'
'819','0.2'
'820','0.2'
'821','0.2'
'822','0.200001'
'823','0.2'
'824','0.2'
'825','0.2'
'826','0.200001'
'827','0.200001'
'828','0.200001'
'829','0.2'
'830','0.2'
'831','0.2'
'832','0.200001'
'833','0.2'
'834','0.2'
'835','0.2'
'836','0.2'
'837','0.200001'
'838','0.2'
'839','0.2'
'840','0.200001'
'841','0.200001'
'842','0.2'
'843','0.200001'
'844','0.2'
'845','0.2'
'846','0.200001'
'847','0.200001'
'848','0.200001'
'849','0.2'
'850','0.2'
'851','0.2'
'852','0.200001'
'853','0.200001'
'854','0.200001'
'855','0.2'
'856','0.2'
'857','0.200001'
'858','0.200001'
'859','0.200001'
'860','0.2'
'861','0.200001'
'862','0.2'
'863','0.200001'
'864','0.200001'
'865','0.200001'
'866','0.200001'
'867','0.200001'
'868','0.2'
'869','0.2'
'870','0.2'
'871','0.2'
'872','0.2'
'873','0.2'
'874','0.200001'
'875','0.2'
'876','0.2'
'877','0.2'
'878','0.2'
'879','0.200001'
'880','0.200001'
'881','0.200001'
'882','0.200001'
'883','0.2'
'884','0.2'
'885','0.200001'
'886','0.2'
'887','0.200001'
'888','0.200001'
'889','0.2'
'890','0.2'
'891','0.200001'
'892','0.2'
'893','0.200001'
'894','0.200001'
'895','0.200001'
'896','0.200001'
'897','0.200001'
'898','0.200001'
'899','0.200001'
'900','0.2'
'901','0.2'
'902','0.200001'
'903','0.2'
'904','0.2'
'905','0.2'
'906','0.2'
'907','0.200001'
'908','0.200001'
'909','0.2'
'910','0.200001'
'911','0.200001'
'912','0.2'
'913','0.200001'
'914','0.2'
'915','0.200001'
'916','0.200001'
'917','0.200001'
'918','0.2'
'919','0.200001'
'920','0.200001'
'921','0.200001'
'922','0.2'
'923','0.2'
'924','0.200001'
'925','0.2'
'926','0.200001'
'927','0.200001'
'928','0.2'
'929','0.2'
'930','0.200001'
'931','0.200001'
'932','0.2'
'933','0.200001'
'934','0.200001'
'935','0.200001'
'936','0.200001'
'937','0.200001'
'938','0.200001'
'939','0.200001'
'940','0.2'
'941','0.2'
'942','0.200001'
'943','0.200001'
'944','0.200001'
'945','0.200001'
'946','0.200001'
'947','0.2'
'948','0.200001'
'949','0.2'
'950','0.2'
'951','0.200001'
'952','0.2'
'953','0.2'
'954','0.2'
'955','0.2'
'956','0.2'
'957','0.200001'
'958','0.200001'
'959','0.200001'
'960','0.200001'
'961','0.200001'
'962','0.2'
'963','0.2'
'964','0.200001'
'965','0.2'
'966','0.200001'
'967','0.200001'
'968','0.2'
'969','0.200001'
'970','0.2'
'971','0.2'
'972','0.200001'
'973','0.200001'
'974','0.200001'
'975','0.200001'
'976','0.2'
'977','0.2'
'978','0.200001'
'979','0.2'
'980','0.2'
'981','0.200001'
'982','0.200001'
'983','0.2'
'984','0.2'
'985','0.2'
'986','0.2'
'987','0.200001'
'988','0.2'
'989','0.2'
'990','0.200001'
'991','0.2'
'992','0.2'
'993','0.200001'
'994','0.200001'
'995','0.200001'
'996','0.200001'
'997','0.200001'
'998','0.2'
'999','0.200001'
'1000','0.200001'
'1001','0.200001'
'1002','0.200001'
'1003','0.2'
'1004','0.200001'
'1005','0.2'
'1006','0.2'
'1007','0.2'
'1008','0.2'
'1009','0.200001'
'1010','0.200001'
'1011','0.200001'
'1012','0.200001'
'1013','0.2'
'1014','0.200001'
'1015','0.200001'
'1016','0.200001'
'1017','0.200001'
'1018','0.2'
'1019','0.200001'
'1020','0.200001'
'1021','0.200001'
'1022','0.200001'
'1023','0.2'
'1024','0.200001'
'1025','0.200001'
'1026','0.2'
'1027','0.200001'
'1028','0.2'
'1029','0.200001'
'1030','0.2'
'1031','0.200001'
'1032','0.2'
'1033','0.2'
'1034','0.2'
'1035','0.2'
'1036','0.2'
'1037','0.2'
'1038','0.2'
'1039','0.2'
'1040','0.200001'
'1041','0.200001'
'1042','0.200001'
'1043','0.2'
'1044','0.200001'
'1045','0.2'
'1046','0.200001'
'1047','0.200001'
'1048','0.2'
'1049','0.2'
'1050','0.200001'
'1051','0.2'
'1052','0.200001'
'1053','0.200001'
'1054','0.200001'
'1055','0.2'
'1056','0.2'
'1057','0.200001'
'1058','0.2'
'1059','0.200001'
'1060','0.200001'
'1061','0.200001'
'1062','0.2'
'1063','0.200001'
'1064','0.200001'
'1065','0.2'
'1066','0.2'
'1067','0.2'
'1068','0.200001'
'1069','0.200001'
'1070','0.2'
'1071','0.2'
'1072','0.200001'
'1073','0.200001'
'1074','0.2'
'1075','0.2'
'1076','0.200001'
'1077','0.2'
'1078','0.200001'
'1079','0.2'
'1080','0.200001'
'1081','0.2'
'1082','0.200001'
'1083','0.200001'
'1084','0.200001'
'1085','0.200001'
'1086','0.200001'
'1087','0.2'
'1088','0.2'
'1089','0.2'
'1090','0.200001'
'1091','0.2'
'1092','0.2'
'1093','0.200001'
'1094','0.200001'
'1095','0.200001'
'1096','0.200001'
'1097','0.200001'
'1098','0.200001'
'1099','0.200001'
'1100','0.200001'
'1101','0.200001'
'1102','0.200001'
'1103','0.2'
'1104','0.2'
'1105','0.200001'
'1106','0.2'
'1107','0.200001'
'1108','0.200001'
'1109','0.200001'
'1110','0.200001'
'1111','0.200001'
'1112','0.200001'
'1113','0.200001'
'1114','0.2'
'1115','0.200001'
'1116','0.200001'
'1117','0.2'
'1118','0.200001'
'1119','0.2'
'1120','0.2'
'1121','0.200001'
'1122','0.200001'
'1123','0.200001'
'1124','0.200001'
'1125','0.2'
'1126','0.200001'
'1127','0.200001'
'1128','0.2'
'1129','0.200001'
'1130','0.200001'
'1131','0.2'
'1132','0.200001'
'1133','0.2'
'1134','0.200001'
'1135','0.200001'
'1136','0.200001'
'1137','0.200001'
'1138','0.200001'
'1139','0.200001'
'1140','0.2'
'1141','0.200001'
'1142','0.200001'
'1143','0.2'
'1144','0.200001'
'1145','0.200001'
'1146','0.2'
'1147','0.2'
'1148','0.2'
'1149','0.200001'
'1150','0.200001'
'1151','0.200001'
'1152','0.200001'
'1153','0.200001'
'1154','0.2'
'1155','0.2'
'1156','0.2'
'1157','0.200148'
'1158','0.2'
'1159','0.200001'
'1160','0.200001'
'1161','0.200001'
'1162','0.200001'
'1163','0.2'
'1164','0.200001'
'1165','0.200001'
'1166','0.200001'
'1167','0.2'
'1168','0.2'
'1169','0.200001'
'1170','0.2'
'1171','0.200001'
'1172','0.200001'
'1173','0.2'
'1174','0.2'
'1175','0.200001'
'1176','0.200001'
'1177','0.200001'
'1178','0.200001'
'1179','0.200001'
'1180','0.200001'
'1181','0.2'
'1182','0.2'
'1183','0.200001'
'1184','0.2'
'1185','0.200001'
'1186','0.2'
'1187','0.2'
'1188','0.2'
'1189','0.2'
'1190','0.2'
'1191','0.200001'
'1192','0.2'
'1193','0.200001'
'1194','0.200001'
'1195','0.200001'
'1196','0.200001'
'1197','0.200001'
'1198','0.2'
'1199','0.2'
'1200','0.2'
'1201','0.200001'
'1202','0.200001'
'1203','0.2'
'1204','0.2'
'1205','0.200001'
'1206','0.200001'
'1207','0.200001'
'1208','0.200001'
'1209','0.200001'
'1210','0.200001'
'1211','0.200001'
'1212','0.2'
'1213','0.2'
'1214','0.200001'
'1215','0.2'
'1216','0.2'
'1217','0.2'
'1218','0.2'
'1219','0.200001'
'1220','0.2'
'1221','0.2'
'1222','0.200001'
'1223','0.2'
'1224','0.2'
'1225','0.200001'
'1226','0.2'
'1227','0.200002'
'1228','0.200001'
'1229','0.2'
'1230','0.2'
'1231','0.200001'
'1232','0.200001'
'1233','0.200001'
'1234','0.200001'
'1235','0.200001'
'1236','0.2'
'1237','0.2'
'1238','0.200001'
'1239','0.2'
'1240','0.2'
'1241','0.2'
'1242','0.2'
'1243','0.200001'
'1244','0.200001'
'1245','0.200001'
'1246','0.200001'
'1247','0.200001'
'1248','0.200001'
'1249','0.2'
'1250','0.200001'
'1251','0.200001'
'1252','0.200001'
'1253','0.200001'
'1254','0.2'
'1255','0.2'
'1256','0.200001'
'1257','0.2'
'1258','0.200001'
'1259','0.200001'
'1260','0.200001'
'1261','0.2'
'1262','0.2'
'1263','0.200001'
'1264','0.2'
'1265','0.200001'
'1266','0.2'
'1267','0.2'
'1268','0.200001'
'1269','0.2'
'1270','0.200001'
'1271','0.200001'
'1272','0.2'
'1273','0.2'
'1274','0.2'
'1275','0.200001'
'1276','0.2'
'1277','0.2'
'1278','0.2'
'1279','0.200001'
'1280','0.200001'
'1281','0.200001'
'1282','0.200001'
'1283','0.200001'
'1284','0.2'
'1285','0.200001'
'1286','0.200001'
'1287','0.200011'
'1288','0.200001'
'1289','0.200001'
'1290','0.2'
'1291','0.200001'
'1292','0.2'
'1293','0.200001'
'1294','0.2'
'1295','0.200001'
'1296','0.2'
'1297','0.200001'
'1298','0.200001'
'1299','0.2'
'1300','0.2'
'1301','0.200001'
'1302','0.200001'
'1303','0.200001'
'1304','0.2'
'1305','0.200001'
'1306','0.200001'
'1307','0.200001'
'1308','0.200001'
'1309','0.2'
'1310','0.200001'
'1311','0.200001'
'1312','0.200001'
'1313','0.200001'
'1314','0.2'
'1315','0.200001'
'1316','0.200017'
'1317','0.200001'
'1318','0.200001'
'1319','0.200001'
'1320','0.200001'
'1321','0.200001'
'1322','0.2'
'1323','0.200001'
'1324','0.2'
'1325','0.200001'
'1326','0.200001'
'1327','0.2'
'1328','0.200001'
'1329','0.2'
'1330','0.200001'
'1331','0.200001'
'1332','0.2'
'1333','0.200001'
'1334','0.200001'
'1335','0.200001'
'1336','0.2'
'1337','0.2'
'1338','0.200001'
'1339','0.200001'
'1340','0.2'
'1341','0.200001'
'1342','0.200001'
'1343','0.2'
'1344','0.200001'
'1345','0.200001'
'1346','0.200001'
'1347','0.2'
'1348','0.200001'
'1349','0.200001'
'1350','0.2'
'1351','0.200001'
'1352','0.200001'
'1353','0.200001'
'1354','0.200001'
'1355','0.200001'
'1356','0.200001'
'1357','0.200001'
'1358','0.2'
'1359','0.200001'
'1360','0.2'
'1361','0.200001'
'1362','0.200001'
'1363','0.200001'
'1364','0.2'
'1365','0.2'
'1366','0.200001'
'1367','0.200001'
'1368','0.200001'
'1369','0.2'
'1370','0.200001'
'1371','0.200001'
'1372','0.200001'
'1373','0.200001'
'1374','0.200001'
'1375','0.200001'
'1376','0.200001'
'1377','0.2'
'1378','0.2'
'1379','0.200001'
'1380','0.2'
'1381','0.200001'
'1382','0.2'
'1383','0.2'
'1384','0.2'
'1385','0.200001'
'1386','0.200001'
'1387','0.200001'
'1388','0.2'
'1389','0.2'
'1390','0.2'
'1391','0.200001'
'1392','0.2'
'1393','0.2'
'1394','0.200001'
'1395','0.200001'
'1396','0.200001'
'1397','0.200001'
'1398','0.2'
'1399','0.200001'
'1400','0.200001'
'1401','0.200001'
'1402','0.200001'
'1403','0.200001'
'1404','0.2'
'1405','0.200001'
'1406','0.200001'
'1407','0.2'
'1408','0.2'
'1409','0.200001'
'1410','0.200001'
'1411','0.2'
'1412','0.200001'
'1413','0.200001'
'1414','0.2'
'1415','0.200001'
'1416','0.200001'
'1417','0.2'
'1418','0.200001'
'1419','0.2'
'1420','0.2'
'1421','0.200001'
'1422','0.200001'
'1423','0.200001'
'1424','0.200001'
'1425','0.200001'
'1426','0.2'
'1427','0.200001'
'1428','0.200001'
'1429','0.200001'
'1430','0.200001'
'1431','0.2'
'1432','0.200001'
'1433','0.200001'
'1434','0.2'
'1435','0.200001'
'1436','0.200001'
'1437','0.200001'
'1438','0.2'
'1439','0.200001'
'1440','0.200001'
'1441','0.200001'
'1442','0.200001'
'1443','0.200001'
'1444','0.200001'
'1445','0.2'
'1446','0.200001'
'1447','0.200001'
'1448','0.200001'
'1449','0.200001'
'1450','0.2'
'1451','0.200001'
'1452','0.2'
'1453','0.200001'
'1454','0.2'
'1455','0.200001'
'1456','0.200026'
'1457','0.200001'
'1458','0.200002'
'1459','0.200001'
'1460','0.2'
'1461','0.2'
'1462','0.200001'
'1463','0.200001'
'1464','0.200001'
'1465','0.200001'
'1466','0.200009'
'1467','0.2'
'1468','0.2'
'1469','0.200001'
'1470','0.200001'
'1471','0.2'
'1472','0.200001'
'1473','0.200001'
'1474','0.2'
'1475','0.200001'
'1476','0.200001'
'1477','0.2'
'1478','0.2'
'1479','0.200001'
'1480','0.200448'
'1481','0.200001'
'1482','0.200001'
'1483','0.200001'
'1484','0.2'
'1485','0.200001'
'1486','0.200001'
'1487','0.200001'
'1488','0.200001'
'1489','0.200001'
'1490','0.2'
'1491','0.200001'
'1492','0.200001'
'1493','0.200001'
'1494','0.2'
'1495','0.2'
'1496','0.2'
'1497','0.2'
'1498','0.2'
'1499','0.200001'
'1500','0.2'
'1501','0.200001'
'1502','0.200001'
'1503','0.2'
'1504','0.200001'
'1505','0.200001'
'1506','0.200001'
'1507','0.200001'
'1508','0.200001'
'1509','0.200001'
'1510','0.2'
'1511','0.200001'
'1512','0.200001'
'1513','0.200001'
'1514','0.2'
'1515','0.200001'
'1516','0.200001'
'1517','0.200001'
'1518','0.2'
'1519','0.200001'
'1520','0.2'
'1521','0.200001'
'1522','0.200001'
'1523','0.2'
'1524','0.2'
'1525','0.2'
'1526','0.200001'
'1527','0.2'
'1528','0.2'
'1529','0.2'
'1530','0.200001'
'1531','0.2'
'1532','0.200001'
'1533','0.200001'
'1534','0.200001'
'1535','0.200001'
'1536','0.200001'
'1537','0.2'
'1538','0.2'
'1539','0.200001'
'1540','0.200001'
'1541','0.200001'
'1542','0.200001'
'1543','0.2'
'1544','0.2'
'1545','0.200001'
'1546','0.2'
'1547','0.200001'
'1548','0.200001'
'1549','0.200001'
'1550','0.200001'
'1551','0.2'
'1552','0.200001'
'1553','0.200001'
'1554','0.2'
'1555','0.200001'
'1556','0.200001'
'1557','0.200001'
'1558','0.200001'
'1559','0.2'
'1560','0.2'
'1561','0.200001'
